r_org,g_org,b_org,r_cct,g_cct,b_cct,CCT
52,234,229,17,72,101,3500
52,234,229,56,130,145,3750
52,234,229,9,79,116,4000
52,234,229,40,133,152,4250
52,234,229,2,83,123,4500
52,234,229,24,135,156,4750
52,234,229,0,80,124,5000
52,234,229,0,132,155,5250
52,234,229,1,77,122,5500
