r_org,g_org,b_org,r_cct,g_cct,b_cct,CCT
41,18,213,32,52,100,3500
41,18,213,19,79,141,3750
41,18,213,28,56,114,4000
41,18,213,18,84,146,4250
41,18,213,28,61,124,4500
41,18,213,15,89,150,4750
41,18,213,17,57,124,5000
41,18,213,7,85,152,5250
41,18,213,12,57,127,5500
