r_org,g_org,b_org,r_cct,g_cct,b_cct,CCT
72,225,1,45,92,91,3500
72,225,1,110,145,140,3750
72,225,1,24,98,107,4000
72,225,1,102,149,148,4250
72,225,1,16,102,113,4500
72,225,1,95,151,151,4750
72,225,1,1,99,115,5000
72,225,1,79,149,151,5250
72,225,1,0,100,117,5500
