r_cct/r_org, g_cct/g_org, b_cct/b_org,CCT
2.1923076923076925,0.08163265306122448,0.21666666666666667,3500
3.1153846153846154,0.6530612244897959,0.4166666666666667,3750
2.1923076923076925,0.16326530612244897,0.25416666666666665,4000
3.076923076923077,0.6326530612244898,0.4583333333333333,4250
2.1538461538461537,0.20408163265306123,0.2791666666666667,4500
3.0384615384615383,0.5918367346938775,0.48333333333333334,4750
2.019230769230769,0.16326530612244897,0.2833333333333333,5000
2.9038461538461537,0.3469387755102041,0.48333333333333334,5250
1.8846153846153846,0.12244897959183673,0.2875,5500
